ReadName	allcelltype	ucelltype	assignedcelltype	CheckedCpG	mismatchCpG	notacceptedCpG	acceptedCpG	finalacceptedfor	finalrejectedfor	MateCIGARok
A00580:76:HFLG2DSXX:2:2134:17490:13526	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785693', 'chr2:86785676', 'chr2:86785649', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2369:9082:7326	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86785586']	['']	['chr2:86785586']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1667:6370:7827	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785684', 'chr2:86785693', 'chr2:86785686']"	['']	"['chr2:86785684', 'chr2:86785693', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2346:25907:11005	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2176:18511:28260	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785684', 'chr2:86785693', 'chr2:86785676', 'chr2:86785686']"	['']	"['chr2:86785684', 'chr2:86785693', 'chr2:86785676', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1340:5348:10347	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	"['chr2:86785649', 'chr2:86785693', 'chr2:86785676', 'chr2:86785684', 'chr2:86785686']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2136:12237:29888	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1547:21721:33379	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1130:28085:3380	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1155:7961:2472	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823439', 'chr2:86823369', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823439', 'chr2:86823369', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2242:2139:4100	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823341', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823341', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1441:9552:18568	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823439', 'chr2:86823369', 'chr2:86823432']"	['']	"['chr2:86823403', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2512:13087:25128	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823559', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1437:30698:23844	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2104:7437:20979	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823403', 'chr2:86823573', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823559', 'chr2:86823403', 'chr2:86823573', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2526:3097:23547	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823439', 'chr2:86823573']"	['']	"['chr2:86823559', 'chr2:86823439', 'chr2:86823573']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1341:21079:18239	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823403', 'chr2:86823573', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	"['chr2:86823559', 'chr2:86823403', 'chr2:86823573', 'chr2:86823369', 'chr2:86823439', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1641:25545:13228	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823573']"	['']	"['chr2:86823559', 'chr2:86823573']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1570:10999:5353	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86823559']	['']	['chr2:86823559']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1454:16604:9424	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823439', 'chr2:86823573', 'chr2:86823432']"	['']	"['chr2:86823559', 'chr2:86823439', 'chr2:86823573', 'chr2:86823432']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1202:19190:32722	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823573']"	['']	"['chr2:86823559', 'chr2:86823573']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2229:19081:32816	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823709', 'chr2:86823691', 'chr2:86823573']"	['']	"['chr2:86823559', 'chr2:86823709', 'chr2:86823691']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1169:13702:4492	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823403', 'chr2:86823341', 'chr2:86823691', 'chr2:86823573', 'chr2:86823709']"	['']	"['chr2:86823403', 'chr2:86823709', 'chr2:86823691', 'chr2:86823341']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1368:11740:31344	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823709', 'chr2:86823691', 'chr2:86823573']"	['']	"['chr2:86823709', 'chr2:86823691', 'chr2:86823573']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1405:7871:36479	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823559', 'chr2:86823709', 'chr2:86823691', 'chr2:86823573']"	['']	"['chr2:86823559', 'chr2:86823709', 'chr2:86823691', 'chr2:86823573']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1617:8395:34381	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823709', 'chr2:86823691']"	['']	"['chr2:86823709', 'chr2:86823691']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1561:6885:19961	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86823691']	['']	['chr2:86823691']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1454:12463:9893	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823709', 'chr2:86823691']"	['']	"['chr2:86823709', 'chr2:86823691']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1321:27037:20509	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823709', 'chr2:86823691']"	['']	"['chr2:86823709', 'chr2:86823691']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2222:26087:22498	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86823709']	['']	['chr2:86823709']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1567:5077:27445	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86823709']	['']	['chr2:86823709']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1468:19777:28447	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86823709', 'chr2:86823691']"	['']	['chr2:86823709']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1540:22462:34413	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86832470']	['']	['chr2:86832470']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1540:23475:35196	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86832470']	['']	['chr2:86832470']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2254:7048:16799	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586', 'chr2:86832470']"	['']	['chr2:86832568']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2503:28248:17190	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586', 'chr2:86832470']"	['']	"['chr2:86832568', 'chr2:86832586', 'chr2:86832470']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1257:27859:31767	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586']"	['']	['chr2:86832586']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1278:8693:4085	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586']"	['']	"['chr2:86832568', 'chr2:86832586']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1606:18240:5243	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586']"	['']	"['chr2:86832568', 'chr2:86832586']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1663:7572:36933	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586', 'chr2:86832470']"	['']	"['chr2:86832568', 'chr2:86832586', 'chr2:86832470']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1232:12219:5838	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586']"	['']	"['chr2:86832568', 'chr2:86832586']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1357:19886:15107	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832568', 'chr2:86832586']"	['']	"['chr2:86832568', 'chr2:86832586']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2511:32181:20118	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:86832586', 'chr2:86832470']"	['']	"['chr2:86832586', 'chr2:86832470']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1265:32353:11772	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86832586']	['']	['chr2:86832586']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2211:14832:3317	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:86832586']	['']	['chr2:86832586']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1407:5773:3568	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:135732527']	['']	['chr2:135732527']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2209:17662:33301	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:135732527']	['']	['chr2:135732527']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1423:13910:32972	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732527']"	['']	"['chr2:135732624', 'chr2:135732527']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2608:18295:29512	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732527', 'chr2:135732650', 'chr2:135732624']"	['']	"['chr2:135732527', 'chr2:135732650', 'chr2:135732624']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2209:12671:6245	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732527', 'chr2:135732654']"	['']	"['chr2:135732624', 'chr2:135732527', 'chr2:135732650']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1563:21703:23672	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732527', 'chr2:135732654']"	['']	"['chr2:135732624', 'chr2:135732650', 'chr2:135732527', 'chr2:135732654']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2161:8133:27101	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732527', 'chr2:135732654']"	['']	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2605:29776:17112	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654']"	['']	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1135:22137:35321	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732654', 'chr2:135732671', 'chr2:135732624', 'chr2:135732650', 'chr2:135732527']"	['']	"['chr2:135732654', 'chr2:135732671', 'chr2:135732624', 'chr2:135732650', 'chr2:135732527']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2618:28492:7122	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1216:11731:28792	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654']"	['']	['chr2:135732624']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1325:6524:23844	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2411:12897:8265	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732654', 'chr2:135732671', 'chr2:135732624', 'chr2:135732650', 'chr2:135732527']"	['']	"['chr2:135732654', 'chr2:135732671', 'chr2:135732624', 'chr2:135732650', 'chr2:135732527']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2660:25111:5619	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1122:25825:3380	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732527', 'chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732527', 'chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1210:28429:35571	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1629:24225:1548	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:135732671']	['']	['chr2:135732671']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:2641:9200:12508	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732527', 'chr2:135732671']"	['']	"['chr2:135732527', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2516:21260:2738	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732624', 'chr2:135732527']"	['']	"['chr2:135732624', 'chr2:135732527']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1405:4734:11350	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2478:2718:13839	"[""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	"['chr2:135732650', 'chr2:135732654', 'chr2:135732671']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1332:15501:6950	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158210']	['']	['chr2:196158210']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1651:17228:8563	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:196158261', 'chr2:196158210']"	['']	"['chr2:196158261', 'chr2:196158210']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1576:9001:35556	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:196158261', 'chr2:196158210']"	['']	"['chr2:196158261', 'chr2:196158210']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2513:4589:7404	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158261']	['']	['chr2:196158261']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1514:3486:27038	"[""'CD8'"", ""'CD8'"", ""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:196158261', 'chr2:196158210']"	['']	"['chr2:196158261', 'chr2:196158210']"	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1158:23086:22592	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158261']	['']	['chr2:196158261']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2276:26847:14857	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158261']	['']	['chr2:196158261']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:2665:19208:11835	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158261']	['']	['chr2:196158261']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1228:25030:5134	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:196158261']	['']	['chr2:196158261']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:1324:31105:4413	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:196158261', 'chr2:196158210']"	['']	"['chr2:196158261', 'chr2:196158210']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:1657:3622:23484	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	"['chr2:196158261', 'chr2:196158210']"	['']	"['chr2:196158261', 'chr2:196158210']"	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1310:4173:4429	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr2:241846967']	['']	['chr2:241846967']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1636:26603:7451	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:2:1516:31792:23296	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1119:25491:7905	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:4:2573:32805:30248	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
A00118:116:HJ7VFDSXX:3:1230:3161:10942	"[""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
A00580:76:HFLG2DSXX:3:2365:6361:14387	"[""'CD8'"", ""'CD8'""]"	"[""'CD8'""]"	NotAssigned	['chr21:46561672']	['']	['chr21:46561672']	['']	notdetermined	"[""'CD8'""]"	Y
